,vmid,vmcreated,vmdeleted,maxcpu,avgcpu,p95maxcpu,vmcorecount,vmmemory
334,3yn3+vkS0UcqRnSipmfkTv6obOwEaSle9G5IUyGIj/2nLCPnKVji5tMu17pa7snT,0,994200,100.0,98.96591494479608,99.620595,1,1.75
1001,3SAtGA/h6oLlfFJX66ZnGzNwOo8qCtasQEg9t9iya6H5Uhaw1fP+5nNjtNxG3b55,0,2591700,92.981669,52.48560390925931,57.777841,1,1.75
7072,cf5+l2YpYGHgJY8mqE9CxHIbEjvyGjmYKav8SATMY4CxR717s6tBR7Wo/QIy0IAP,0,2591700,100.0,52.60187828475524,100.0,1,1.75
7130,ZeySMwq9I99OUSUFAbkh11iL/Zmj5pQEovhZwJsRueX41xQnf9Qi1uXeD+WEZt9I,0,2591700,99.59988,74.13251712387101,98.56859200000001,1,1.75
7426,7s8lydY+VPbsxSMCnX3MFPC3CaLBnz+Lg8Gp9iwfq+DuTe9W5OqctzxcZFHaOUlJ,0,2591700,99.256087,74.57105238732437,98.59629100000001,1,1.75
7427,x4DBrQc8FXb5UWozXEMx1RtPwdzMOi6yjvJOrMVTvPJ1UuQFF4TmGRZ5IwSt7zvp,0,2591700,99.13128499999999,71.86674328617742,98.143433,1,1.75
85366,asSqSCNWEzJv1lFLcGMXUAUi5hduE94bcm15gPk0CnIcrUW+b/ZL2Jlbpl7ilJ6t,0,2591700,100.0,51.22773717002534,99.082954,1,1.75
85496,ViscDQEaXpFqDWoj1NK+rYi9Y4KUwO7Cxrt0rMLJXq6KCIrLAv6UbE6huW55zSnM,0,814500,100.0,71.40900178416206,99.443493,1,1.75
85531,6Xrj8dE/X7Jjx4M1aKACPeg9R0em0WtIWqoZvGo0R1JGOchax6G7Lc2I3v+CsMfa,0,814200,100.0,53.64031466998165,98.970331,1,1.75
85583,TMsS0ew7t/yu3v8qEGQ3NNNcd6K9PRa8DO6EX3Eic0amVW0QZiv98coQY3t20jhY,0,814200,100.0,54.56070906190126,98.926007,1,1.75
85584,RB8MdgOuCKwWiLGe4oyhhiDs8tJoBe1iO8z/wfJUmm2VMFwzsulGB9YT36i11f2u,0,814200,100.0,77.0178894847147,99.69696,1,1.75
86356,Hil73Ur2bRIzNVrBdRoS3kCAg27yW1IsGjMXBeF1Yp35eN67/VDvQUiEs+F73pxC,0,2591700,100.0,55.28273229690938,98.689541,1,1.75
87011,xr6isL2f6Bw8QJcPtekjYGJZjIT6XcOgRjS0+mZ5HDUM56+3adEKAi8f677Eo62m,0,2591700,98.789865,51.64744650973122,96.831652,1,1.75
215595,tMrQ6+e+HBVvJcJEq4znclKWaAmu3AcXjOo0sLqkFkfhdUVHfAu0MAyHTXUxHVep,0,2591700,100.0,93.3773267203703,99.44909100000001,1,1.75
215596,s5i7gpdp5Qxm4P3hynucUaqnA7Q1EFWytmqU7hq0YUZ5ao24eQdySBZWFn4YsLbl,0,2591700,100.0,78.82443003703656,99.524173,1,1.75
215832,bmw5swnEGVhkg4APwJ+Ro5A17A+QZWwCPXbAM21fKRhAz91yZhduLXHaiMzaFm5M,0,1435500,100.0,54.357950654199755,98.644245,1,1.75
219117,EHRUCeVtAej33Ui1YoNogzCbNpRPGWalKZZ7MBAlRQu9ERNXdOHPVh1Vl0LxCHZK,0,3000,81.358603,53.97909954545455,81.358603,1,1.75
221721,vZeyhDVUnHc56VrDuETVqtom/rroPyyCx4Dp31+lwUy8g2ZQrh6i/QxHQCEhvnHd,0,2591700,100.0,68.33459482826983,99.424941,1,1.75
226993,ccgSPmjQ4bd9Qkbfldz7DyTpkW+x5QeABRLWvzWASbbKVv8lI9N3QZF0Z4gANDZ1,0,1854000,99.403397,52.34235030679604,90.36218000000001,1,1.75
227593,fQwiEg5kEoWtgGRY1joTOaPc7Kuo6wkGzksmOatVWJvPE5J99Y5LI665KeH8pivY,0,2591700,99.272601,73.5118612240743,98.57061,1,1.75
227595,wTf5mxvC4iQup1kUhQXhmSTe1rh656hM4FMrXi+exxz9B1Pk1w4nv/Ay6Cpv57Il,0,2591700,99.477694,82.29937929803273,98.203949,1,1.75
247173,2R6mXGU9m6CVCS/fE35DNNKvEQLeTypVg8isBNvTyyXnh/yGGYYE7cWeoPeumcE8,0,906600,100.0,97.36485028415493,99.142703,1,1.75
247190,4ogXwxMUWjMmCQZ1N/jAU6HAr0EPA734HeiiMR3nthKatYpPpzBdMwOjFIbZTscI,0,906300,100.0,82.34953053540697,99.050893,1,1.75
247191,BH0b/PG0+MVXfDfagof4QgughaimAHwcST88CViDBTpX8T+rLhgRzd4RlZ9qHtqI,0,906600,100.0,97.24756398874923,99.277224,1,1.75
253945,8ZBwXf4aJQtdYiDH6TiSjj8flsXRQoiTE5eBrNgXZsV+P/Dp/Yvac+BSK8NyrogQ,0,2591700,97.940457,81.33380163217579,96.406976,1,1.75
255306,B9EKG6lTXBXv9vvhq9Bd6po1cSe1oMho2admbcoWJIxc0FjYUWj+nNDeSyO1Sz6A,0,2591700,99.887102,98.06303283408623,98.602538,1,1.75
255321,3WBVplKnvsrC4cs9dgDzvuCcYZ6QJ471L5tEA6KIyna1z0o3dnD6BWuwnT8V2nLw,0,2591700,100.0,89.11599316516191,99.456751,1,1.75
277668,QWuYbk4r+n0vXv62TrBpvpqxsTVZYGBhFUFU/B4SCHXybf1UysRsAleek4kibbwI,0,2591700,98.370637,84.68480870065981,92.255085,1,1.75
278003,O7vBjgi5tFBYpLXSfjE2A61hLHiHMtjCo9klOndyF4fcBrU3zq19iroN3EZc8jj8,0,2591700,100.0,96.63221640120341,99.19798,1,1.75
280106,EEwqV3Qw6m1f9jHhWB7H6f3c7KmPUZd+sWQi2VDiss+J6GzyEXg5UngLLIhfvjF2,0,1422600,99.26293000000001,69.3032018975113,97.941813,1,1.75
281434,vg/+K9HPQ53s8MX5o8YQNNHfWemvIigBx/8K2LfEaiAf5GDaEPDrYXOlVYde219e,0,2591700,99.687159,52.58879457028628,91.14764,1,1.75
283017,3wv85n6zI6yeWdUBVHjSxeETYufxfatyl9BhdyRCnuO7KbBUUGh7qKHZZ6n59/8Q,0,2591700,99.301438,61.07025477307498,96.669004,1,1.75
285689,qIUiVKkwJ0nIXpxzqIuwGvn3RoPhUBO9fkOwx0U2w7iXurTZRgDyMRIVn5Nuaklf,0,155100,100.0,55.26835821235521,100.0,1,1.75
285690,V2aqbeXhgiTz7u9/Gq33/LGwYETKyIHooDAeSVR7CtXH7SD1Y65fKfe6VPbBlCBZ,0,155100,100.0,52.63724628957525,99.425694,1,1.75
285691,7bwaLaS3WATF6c8S1ZqkW9JwXptmMF+ZOt2yoPMFp0JNVztuJAgAc0mG6UGtJe4z,0,155100,100.0,54.552493704633186,99.385731,1,1.75
285692,cmvccfP9yhVBcDvXQwdTHY39KkiJwnQdZ1VZkbcckb9Rje/yZwlJbkLCwKV8ZZWh,0,155100,99.724577,53.15875958108099,99.100218,1,1.75
285693,kxIk9uoHi9ePRG9bf7nUJ76Adu0xwFGhrvk9Cq5+VuLkIncXwNAF+FmhdvmFgqMW,0,155100,100.0,54.25317797490353,99.435187,1,1.75
285694,p10Ih7A9XDoR1U1obvj+8nldkPHJQqnJBb8CtCFKwjmgLKXQH7MOS6IoJHSA9NJA,0,155100,99.93774,51.10268610038613,99.386131,1,1.75
285695,XspLiPWMtregJheQdUit/Yp1kV1ZORqHZ7TLtc2OOp0I9YfXmuuGuJrmKZBvqKB0,0,155100,99.916262,52.839543227799176,99.38570899999999,1,1.75
285696,Sfjele6Y4GR2ZLT5YEZ/ufdVSenDGJcb1wAFd4sgP72MfWTfMs3scyfIbWGvhLy/,0,155100,100.0,53.04416040540543,99.42340899999999,1,1.75
285697,D91o00YUajORtOgdKViPrRwTsV4AXV89+GAI7QPmpbMD67x9kq9JHTZfJ0xU9feZ,0,155100,100.0,52.28782428571425,99.47546,1,1.75
285698,9cwik+/GQVJYU6adHYps1WTWyr4srQWuMPlYXVNSiYqSNclQE4O/g5GZZxUx8BYJ,0,155100,99.7706,51.63061302123544,99.180475,1,1.75
285699,klh1s6Cqe2bUdBTzxL/PPhW0kAYSbuBf8OoWelMMcseAbPNF1jwmQHbTn3TUo20+,0,155100,100.0,55.207636959459435,99.496954,1,1.75
285700,mz85xRXZRwrg7XZN8vLCoSTr5TQfQvplZ/j8QnZ/UKuyKJNXSTAczPVQ49zVH6Mn,0,155100,100.0,52.16864798648653,99.501641,1,1.75
285701,mG+aoWxjrxuZ/+4FZGV66GlxRwfG4ahtLTM5IWS2AoKyyje2R3fI1T2+piyzao9K,0,155100,100.0,51.61885610617762,99.57668100000001,1,1.75
285702,OirgMmbbQCymFQxW+85TqQjbyP4JsMpJrPZNkowSCFsBZxg4jS8UMe4lDNcMW/r5,0,155100,100.0,51.635969739382254,99.44054399999999,1,1.75
285703,gcsPDS/IRDHSQwltaGlQLA2IoWle+VSukOEbJjBRQMBXKk8/Cuk0JmUKnjV6+2Gh,0,155100,100.0,55.37369659652506,99.479965,1,1.75
285704,eriA6yGq8oob9XOSdcfFCS1j2ne6dWY9JDQ6iFLSIf1mLaqscF8aAch5zFtagoOB,0,155100,100.0,52.2137758416989,99.213654,1,1.75
285705,Uec3XNGVWn0eFXIb1lADjWT4tJtgDqkul7ng+6a0/y9L+aWeLpeeiaSA/pQiStIb,0,155100,99.967952,52.8614444285714,99.184558,1,1.75
285706,yQ2Kh/p4SM9gwZEtRrpqJUOQKGHa4EYq3k1SesONJl8rPoSrcen1zc3IRbNmzVic,0,155100,100.0,51.68756522393824,99.365015,1,1.75
285707,J0QnmwAaB5XwlPq5Ju6fpWW71KEhmtKrlkj6P3GYVKjOalJZgigYcYIEe+qu4noi,0,155100,100.0,52.41331522200771,99.603155,1,1.75
285708,SQP9xc3X310T/B40KM0Tb3Mo3wlizRff9MKALaKdaMuVIyEzVZCGzEd3/nDn9x8h,0,155100,100.0,53.22196944208496,99.122027,1,1.75
285709,CoylrGSAFH3N06BtyApv/bjutJWJk3r2PJrLUdAjWzny34GiPvooPxsS3wkn4vnQ,0,155100,99.725432,52.44761785714281,99.361533,1,1.75
285710,J+73hWoFTRIBA/yUyotkqHn52kQDIXFu5SAenED7QfWfGfLZ4LJXS0PCYq37khOx,0,155100,99.809134,51.63897969498068,99.403014,1,1.75
285711,d6uu8W7H1m2FpaMsPtnoaVn2edllNQ4P6JPmhiKdk6usBUMBpQCCs46cfi31DBpD,0,155100,100.0,52.7908299285714,99.506846,1,1.75
285712,G6HgZdD61IqEyanLcWTfpi9jiAkjcvt7yT1gfQG1JCAvUxeZx2mIrn3TbLTZpFMA,0,155100,100.0,55.390612959459496,99.496057,1,1.75
285713,hut/Hk/axyyIQmQJo+ttShR7B8fhvwaVryFehVOqroZe8BAr7IRdKA0NoGTRQgVr,0,155100,99.852395,53.65729284169878,99.381817,1,1.75
285714,cuQoVesP7Vhk+5keyHcDftXiSHYrQ5ebkxwyX7+OiFwxauHjicKEpGTGA8jkhZ0g,0,155100,100.0,54.07368263320463,99.51516,1,1.75
285715,oaWgd7yQZOHuVGcB8oIdG7iyX3WTBwSV01KBumsAU4pqaqQxMYKHDyBFyEHEH3wV,0,155100,100.0,51.194901200772286,99.320417,1,1.75
285716,7gZW7M3ALgPGSMBavgTMiSpwcPE57NxD5dp0xDwZTOhvnq+2QWnqKRlyOF9VadMr,0,155100,100.0,51.90847966602316,99.41917600000001,1,1.75
285717,xqnz1v5fjSsB+P8mcJw3ZnWN0yXqdO9205ERz1bBcRmh5p0T7Djd6HEGJ4di9MKJ,0,155100,100.0,52.15615999019607,99.41715400000001,1,1.75
285718,w5SfsA4MBsAVr47K1BYH2/LtwjyTb6C6HkBJp5pvVEUgbOOZg7AXTATpEqLIARdm,0,155100,100.0,52.1260498301158,100.0,1,1.75
285719,i6SfD+Qr80gb9Reqf+srRPxBFvq3OckwB2dTzk+kuU73UH+wDaMkcQHbVPqxraLx,0,155100,100.0,52.31988628378378,99.390142,1,1.75
285720,ql+rohY/HcGexoYx7EepYm+LSKid2+aK3FSrJahomwzL1dqtz+8MGPGxOMYD+SN2,0,155100,100.0,55.58887458880311,99.237284,1,1.75
285721,vw6fC5rb9WYNSFG197X/mxljV7Zw6+DEedoblBsXD/v+5BmbrU45kY/SOvD13/jL,0,155100,100.0,54.11143175096525,99.33775,1,1.75
285722,913ByUHVFFB79n2lDinWGF0VL7jSjj33TaqIZ02uELSLJo/IanQbDXmN7tenjDZO,0,155100,100.0,52.885845853281914,99.16499499999999,1,1.75
285723,GLKWDEUlt//9AF0LmfjN6h7ORML1eR0gwbIwx9emGDeJm/f+3ZJ/TANnnf1DQphr,0,155100,100.0,53.46375328378385,99.353937,1,1.75
285724,DI//PXOO7sB6VrMBje3WJab+SAXY+89uR7jXMzb+vnqJZCOWZPsZX3PtI0IMB6fI,0,155100,100.0,53.63268416023162,99.37429300000001,1,1.75
285725,sfkRxASd4yR4jSFL+0UfNpWXQBquXWml2en9Q900B/bALBlgM2o14m5AfCAoJY5M,0,155100,99.947753,51.633156897683364,99.33799499999999,1,1.75
285726,CGr1WKLbq3cEck3H+uJOPii0zFjOTXXqBOQGaWhFM9zH112ERPRh17NbmaR+Bbe2,0,155100,100.0,52.6404147741313,99.520189,1,1.75
285727,yzcDkJRxAKfXH7dAwzXY1Tsq9dLJ7yoQjTIro22bhTPKeMaNqrSTRr0xgOk+zMqe,0,155100,99.920559,52.671823090733575,99.348015,1,1.75
285728,7qgx7/KbW4/1gjRMPQPXhrDLQhuf3epxxyHO/RKmZhYivZldISRPI75b38VmZ2ny,0,155100,99.945082,51.48577455019299,99.440773,1,1.75
285729,dKMVgNOLss3zG5F+A3HHDRPoli6i7xk7zQBwX097wTthmCxHbVMiEgsPrJrLBbSF,0,155100,99.841173,50.72290846470604,99.136335,1,1.75
285730,Sj74MB/ETg6pAsXLAWeglsO89RGXvp8Xip6ByTubp5XsV4BJQqz6gJ4Cc5bxfa6c,0,155100,100.0,54.40264089382244,99.360644,1,1.75
285731,UpPVhv4PYPWKXnGlC//6BvlxaPyKHQSULLuSWM6aWLYH67Dk8cSqg/VDUznNJ35R,0,155100,99.884615,53.023815388781436,99.447154,1,1.75
285732,nFnoSzutleEzRFML95dq1ozmOW2UgFPPPmiViVe0A8z9NxXLTL35PwzXG2MaAsLk,0,155100,99.942295,54.184981295366896,99.51100799999999,1,1.75
285733,wy1GU2OycQQGAAHmc8LQnV9EbcPBwKHAIw5sxrOyppPEgxHOG/ttTEyfoKG1Y01A,0,155100,99.879713,51.453005625482646,99.217179,1,1.75
285734,k/uDHc5GDaCShOurf4SlfRZlShjEmBL2CT1b4+QMx7zyqvw7MXWxO31GNLCK9DoO,0,155100,99.821395,53.06668141891887,99.400385,1,1.75
285735,IpNG5csaP0Yookp86x4R29vHL+XZoHvviC+wwra6fvCe4ToiItVdbLmdRmO7w15i,0,155100,100.0,51.22889629343634,99.416033,1,1.75
285736,HEK2A5Ak84yF5dOjl+YHGQOkBJokKKB+iKMFRqnfZUuWui8ib3MVvJw82+nL7UHN,0,155100,99.84960600000001,54.00676533976834,99.283625,1,1.75
285891,KF9MN1sQI4n2/ogHRtXUNj+OHwKvUBJ915OvQE/hsvqk0PwWpPIJqdl6c4Ed8xY3,0,155100,100.0,54.73452714092664,99.585541,1,1.75
285892,jTGzUdwQZtbxAWmC5rlE3Cb7/0/dltwW6QFdJfJYeP9nsnwxZ+JiWw+JNH65PN74,0,155100,99.859544,53.32982357915054,99.526649,1,1.75
319399,ZeLplozwf63RtrlkzzJkrhS7Lycg6+AGuisyzoPeypMc78Err1tniLMNHVlcwnnd,0,155100,100.0,52.07642848455597,99.30895100000001,1,1.75
319400,GTp/xNWqFFxQXQoppAxmOEBFORhIwlh70jYngBtqdhAHIoIJWyG+anDuUCUkCQzI,0,155100,100.0,51.47110795559845,99.131722,1,1.75
319401,5GeTX3iT2zyI5lVO1WMOtk0YqLvhv/ytNH7hpceMl57skXdCcf8DR9SGK8NZxqlk,0,155100,100.0,53.297027386100424,99.455907,1,1.75
319402,CCiraZY/XrASukViX4wwjTyGNd04Gq78TR/bgH1KY22520aaGX/R3CziNbnwgXkn,0,155100,100.0,52.2484372084942,99.26168,1,1.75
319405,Dea7AaCFdc/mBMOkiykTSCQP1Gt/O/ykQcHsPODN3zmqSIjiusm+SgsxCbqDZt4H,0,155100,99.886094,52.95105909845562,99.259675,1,1.75
319406,IU0P9IddwGbqOoCGaJFpxN4icUZ1/1e1OyYY66rzh1gnR/7XSP/ILenS+yEGHvf9,0,155100,100.0,51.788733976834024,99.448018,1,1.75
319407,lr12kByoS6EXBOgMTUbscBeT95C7lAlPldfr8o2Xeq4S3F5CUCi0erwazVsjlzqE,0,155100,100.0,51.15656684749039,99.583793,1,1.75
319409,EwO6pOKhH64U0cAaMTWJ8LLhe2ta+5I5MO+/OvzS+EWH9lPYnfKEKFMMyxngqyZU,0,155100,99.82166,54.47948592664088,99.245652,1,1.75
319411,bFrGtm9+gU6/dlAs1wQdDXu2j8+QA0pURgsz63Fu/txJf/xnhgrdxJ+SZCcOxb7F,0,155100,100.0,51.46431522586874,99.406176,1,1.75
319412,J1GT8mn/TnVenPTuzhCIWIQ9CLpxKfXab8MG1q9zo9XeKoi+0qDlZX1XPpQ9mVQn,0,155100,100.0,51.14245991312738,99.432825,1,1.75
319414,TmFcXDWOA20t3iJYp68r+dCVTe47UyqZhflQIU2s4yBg59Hecv7SVhJJxz6FSTAl,0,155100,100.0,51.59591573938225,99.277782,1,1.75
319416,YSfxVbsbe3QEqDAI1cREFk1uujFt2S2eaOKQmn5xJVASf0e2e7go6F/au3KF6dzc,0,155100,100.0,51.63019540154437,99.556136,1,1.75
319421,X/goVoXITDjsc4P86dVgIMW7AqVM7bRwfUPosnSC4qGDiUlqLIJ2l0GbB1Pdigno,0,155100,100.0,50.827155428571345,98.94737099999999,1,1.75
319434,dUKsyRXM5Eovjwnbo+TagYUv5Wst54C2Pqnlu1N6eMRsILf0zUizCnJkGSdqA8na,0,155100,100.0,53.1469165598456,99.490084,1,1.75
319446,o9FEI1HnYAEvNmK8Cc4xXuvOrZEGtE2p7i5HG1PO0ZwHNYP13teHGzn7T0XmxWmJ,0,155100,100.0,51.153670501930534,99.134724,1,1.75
319447,OKd9QFVaMoUyW78ANPK1ShGK7glng41vlYYY0les/bikjcpH9EQUpspJeTEwY8Dq,0,155100,100.0,51.256976104247116,99.645344,1,1.75
319469,hLSvaqiuGQOrT5I5nJbWA5El7WUaBgmRHkQmcs2AK3p8eVvYUEc19F6WqhnJfisC,0,155100,100.0,54.140017776061725,99.42585799999999,1,1.75
319479,TYJola+o+tilxMsrWlmVHW2FHwLsTV0DA3dyDTz4TP9JLA7rUKm0QQ5kafL1pKIR,0,155100,99.942385,53.082576030887964,99.53045,1,1.75
319500,5tZlOMyeWlDvGa+Nd4ReD/jodvov5z4W/poR+NPv2VibnwB7mS5Mps8JhIph6UmK,0,155100,100.0,52.64434236872585,99.27516899999999,1,1.75
319503,uVRR2nKxloJgZJ1OlcsHjam+iyGUrZgDnZPRkmgT7xkQYrX2epg3m59uQPBUBf9x,0,155100,100.0,51.513503293436315,99.252872,1,1.75
319506,GwRoFcHd10wAtRv5G1W4FmJx95HkIi3emT40LFp84dH69igV5GRC3OaJMRCO3vyS,0,155100,100.0,51.75169265830115,99.431842,1,1.75
319507,u5YCN0Z93eCYBmz8JjjqoaOg+VORVnl8xlaVzFZsZX02lnwyP25dcF7lDE7fdKPt,0,155100,100.0,57.313342357142886,99.43210400000001,1,1.75
319520,I6BqRxJxZfOstbCHEWZNkIllTmqv9Uxi667/+QT7E4/loybch8LT9A9zE9OZXqd+,0,155100,99.687084,51.23593542857144,98.928445,1,1.75
319521,x/lOD8JP/zvu3ubFVu4HGUsC6Fc/kt3gcaiJUiU2ap2yQA1fqzzCWbTCLyow6dpl,0,155100,100.0,55.54680319111967,99.310346,1,1.75
319523,D0fjgkxTQ6mZZrqNzME/Qv10vwjrq+j1CkUaHYtrSvmV5PT4dBQMNXP3aLS0wXUP,0,155100,100.0,52.38442627027029,99.40560699999999,1,1.75
319524,z91fQDqZx/Y7z81fSieC5ZA148UVdB0dnyn9SBeaQ7SH9rE9IGMSTeNfv0UY0QBT,0,155100,99.815709,51.90275875675675,99.189715,1,1.75
319526,Is+lXPpPJOotshME6ozPkg6YM0gV5ahTnw88lUtHC2we52352Er4PdfoWQKyuzgj,0,155100,100.0,52.247967878378354,99.352522,1,1.75
319528,E7ZkpmFyTTatf+JAxLSVyZ6OLj4l/yhaPiK/CmeF/1KEiJI4AmcL9uLScyPqk/cc,0,155100,100.0,52.71319354440152,99.46223,1,1.75
319529,8cEiCTGP1B0nJEKIayaqI+kMqXkLu+ZQNpCbxuCeuT24mr2bxQ+l1gJUU/s+yAie,0,155100,100.0,51.77340363127415,99.140046,1,1.75
319530,1xdiUtIGBhDIP/yMYG/mQOgIPqh410SmwXYbz4/DgVm6GgnOF1R98j0LkanuGl+k,0,155100,100.0,52.04416028185329,99.427939,1,1.75
319535,c07QwPithUlLp+V7/gb0/vcdmFBzBQ2dxCa4SMBFimfBAYBFdatC1gY10jVpk9nj,0,155100,99.93127199999999,53.98856015250961,99.388749,1,1.75
319537,SEhmetMfVPmXqzbc7T99IkIO3MygAi7mFsuf+1EiHfq8mjkURRQn2f2e/tBmknGC,0,155100,100.0,52.82788664864864,99.245615,1,1.75
319539,zBfKUGDUmV2vu24FBQG6Zijb4ckcgHN8NB82N3S6qjuShKpxhS+/j8Ac8MLITMCk,0,155100,99.79644,53.56267954826253,99.45300300000001,1,1.75
319542,tGvFgXsTtzy/3V0dZzgNuLrP6hrvIh/bYsU5nc8KEDocXHO/ORXnwHBuftk0KJZm,0,155100,100.0,53.52684355405408,99.35990100000001,1,1.75
319543,jF+fcW4YR7j1U6MHMKzNHdbt8Z+NSKufAWvBpKipbnGP3Aqcy7Z6uSR26gKgUXak,0,155100,99.745574,51.58320092084949,99.12486,1,1.75
319544,se9RCrRjQ6WGAkga/PDgSZ5txlLf9E6Yt/guT+N2m+6qpLaHDg4jixiei5oOR8cJ,0,155100,100.0,52.11657349806946,99.420636,1,1.75
319545,EC2uJYW3YmyIReGJIQMYvrHG1/sydEhg2WvvNpi6eX50oEperOOBTAZa2WrYxAft,0,155100,100.0,54.9699025289575,99.326263,1,1.75
319550,cI15zPtyiBrH0HKmjSHL32dsNRp1Qh9OWviw2J9NofYew/t1oJZFtF2gqg2VU38a,0,155100,100.0,55.077345378378325,99.45813100000001,1,1.75
319551,RtKxdcWRwUqqAn8SNvdK9lLCrD/I6K8SuRVFCuurCYESfNshxoIXlz+KfMKeSEhm,0,155100,99.875128,51.17789778764479,99.377145,1,1.75
319556,qwN0YCbqi3TNDve9Kd0r4nHT1u0F3vedLxHrh4tmNLvOKFAGio2JyeK5I6CC5uKn,0,155100,99.985844,55.489697038609954,99.620076,1,1.75
319557,0OnIhy4lf05z6ZwGW2IihWkp+4Psz24Z9nT5Ac7F2USQWzZSQeg7VVUgseCw9rZT,0,155100,100.0,53.37282512162166,99.36086999999999,1,1.75
319558,KqQSkzoG87aPcMrWqBiSSow5eGfg0TYGfiuzU8W8UDqPt1KQEbuVUO+50HKiFavJ,0,155100,100.0,52.063726138996074,99.30895799999999,1,1.75
319559,mZFYJGrSDhqm9v6wgIDH3LC/veRKTmqxJEYOef0+uOR9n2+EmmnGrkrv50jktdmx,0,155100,100.0,51.19708423745172,99.352418,1,1.75
319563,Itwi3KP7UjfOmXQ75HbVzDmajS9hHx7cYlvPLYjeo9UIQd+Jl8ZFetVgvuzxNwGT,0,155100,100.0,52.56794771428577,99.390764,1,1.75
319565,P3LFldseOpPzzJEu3zk5yW1Z2n6eZ6LIb8mC8luMwQl55naYepMnAgusVPsVp5MB,0,155100,100.0,54.97597002895757,99.51322900000001,1,1.75
319566,1LeI2cd1ODSQGpyfJ4z3z7BSjtEnzrJOuWtCAn9HTvvlFqfJmzAlHr7uauEnduJS,0,155100,100.0,52.478661474903475,99.535301,1,1.75
319567,UR3xEBT8pw70RiQ0/Q79DCUMgoUpjQz9/qeCnfYKemtmq9BUuXefvvSpSIA4XxNp,0,155100,100.0,51.96956271621626,99.586078,1,1.75
319572,Pbs6IiFaaYQht4DHUOiK2ud9+k8a0Pf1lfS20mZuLLOzUghrYaaOhSfEoJn6c/Ch,0,155100,100.0,57.19771986872584,99.59264499999999,1,1.75
337136,KmDu3lVghDp2+KPmXu5ofgn8KdERmpFCeL64jwF7NKbTwV5ZfqBLXNgRQz2sJsRP,0,80700,99.102586,50.34780604444441,86.33666600000001,1,1.75
337138,qCHzA+jstY8hhstnI9FD08pPAHOIlpf2Pfh+zelyFnKurHAiMhXov25GW2vQinG9,0,80700,98.371941,50.60094428518517,86.086502,1,1.75
340286,tntZz0RDunEsJd/LLugLTgpCYUBUe98wZFFxSnfXDfMfpuipCgtk3mbg7iItmK22,0,2591700,100.0,85.55657761441343,99.43918199999999,1,1.75
357950,ltHy/TRF4gaMCY2Hkn3mFWV4/37BYt/AwBISHXysfvtoKOwfpcBvon3/o0Nc+uIt,0,2591700,99.506603,83.6733878313465,98.43389300000001,1,1.75
357954,wWeNfyIE0ie81QoOtcKPF+dJrt4vehp+8R3uc5LyBBX3yDEEWadAI9O/gv2QHTQw,0,2591700,99.490104,57.10201829571782,96.817429,1,1.75
357981,wysdk5HmP42sFQq7CpcB7zasckI5Nt1+QwphzjmAkN5zBeKW676+or40jmJ5zzzZ,0,2591700,100.0,64.89329101111242,98.962464,1,1.75
358582,XxZ7GnBV1yCMoLfKFN/d2XYenIhe6hBoro66WngEsAlSe3IseKRcG7fr1f4KDqOj,0,1202700,100.0,53.16485555924161,99.377188,1,1.75
362379,AnsJBZv9z1pYtFDExSlrsEbnU2hBQfaXqJAWyf22zqeDWpQGSXxKM/+o4ORvHxAp,0,2591700,100.0,98.99978856784034,99.734257,1,1.75
362394,G+KffN88VqvMSUdpyOu4I4poh16kVKhVPlCqcyoKP21y1XoO2ZAnj69Q1XiwpKGi,0,2591700,99.365735,50.62624066226854,97.995186,1,1.75
366828,ZIQUmD5b5Zfxt0m/qC3HT+pbydNnR7R0rJcifGw7cgOEPftCHiMz0R7UZfbG5qJ5,0,11700,87.380712,51.55394165,80.363567,1,1.75
367046,X9SrHu8pHdh3avoL8ES355ELaLGcA1p6E6rSxqZU2AfYVtMYxAKzwjxt2sR0uHe7,0,79800,99.299298,50.44712402247193,84.728346,1,1.75
371948,pUpsTdf0zx9bfCHCQlXmoG3pUNBybPQwNfqHL/8OL7aqMCH5HCdMFWg3uxIt8QiP,0,2591700,99.57870799999999,70.61401356179012,98.81111999999999,1,1.75
371949,6dUJCP8SIerWj+F4EnxswXKzgx6WrJytvuApiH8Wi8oydoByT7CfQuzxUB9N/X7x,0,2591700,99.597921,78.49461089327895,99.060691,1,1.75
371951,weNPTjAQ5R1FlTh/+qaxuBur/IvQabHEY8FlYznTbJ9guzRVmiUxmZHoJIcmUQwa,0,2591700,99.407552,81.6572910932254,98.521225,1,1.75
377820,KcXPDobVsEJ10XjloiEuXmvGEWh2gcxmxV+TRdOrYOwk6AsugKPM4W+VNTKEKhL4,0,2591700,100.0,88.08445492777798,99.803286,1,1.75
383814,V5/QMbuBkIzYN6ZmSAs9XTTWFvpP19SkeOY7pruzTFxjJWmkF5mH7+gkqqp3PYnh,0,2591700,99.174604,61.231395958980315,97.172782,1,1.75
383868,y2bVw3Z3S/f09cNFFbXbxhhPPAGEd22a2bEt00kyDfM+vC+KqkxNJVHUjvgNXEqM,0,724800,100.0,57.21751063963583,99.459975,1,1.75
383871,GOQLUXKuk92LRutKDO/r/0cEARel5vH3ZQ4pxMk7MHcTwtBl8Wr0yfT43vKZepJ6,0,724500,100.0,61.35266976190462,99.411699,1,1.75
